Date,Market,Open,Jodi,Close,day_of_week,is_weekend,open_sum,close_sum,mirror_open,mirror_close,reverse_jodi,is_holiday,prev_jodi_distance,Predicted_Open,Predicted_Close,Predicted_Pattis,Predicted_Jodis,Actual_Jodi,Matched
03/03/2023,Rajdhani Day,489,12,237,Friday,0.0,21.0,12.0,934.0,782.0,21.0,0.0,12.0,,,,,,
04/03/2023,Rajdhani Day,114,60,145,Saturday,1.0,6.0,10.0,669.0,690.0,6.0,0.0,7.0,,,,,,
06/03/2023,Rajdhani Day,146,15,780,Monday,0.0,11.0,15.0,691.0,235.0,51.0,0.0,10.0,,,,,,
07/03/2023,Rajdhani Day,356,41,560,Tuesday,0.0,14.0,11.0,801.0,15.0,14.0,0.0,7.0,,,,,,
08/03/2023,Rajdhani Day,Off,Off,Off,Wednesday,0.0,,,,,,1.0,,,,,,,
09/03/2023,Rajdhani Day,690,53,337,Thursday,0.0,15.0,13.0,145.0,882.0,35.0,0.0,,,,,,,
10/03/2023,Rajdhani Day,137,10,668,Friday,0.0,11.0,20.0,682.0,113.0,1.0,0.0,7.0,,,,,,
11/03/2023,Rajdhani Day,379,96,349,Saturday,1.0,19.0,16.0,824.0,894.0,69.0,0.0,14.0,,,,,,
13/03/2023,Rajdhani Day,689,32,138,Monday,0.0,23.0,12.0,134.0,683.0,23.0,0.0,10.0,,,,,,
14/03/2023,Rajdhani Day,900,99,135,Tuesday,0.0,9.0,9.0,455.0,680.0,99.0,0.0,13.0,,,,,,
15/03/2023,Rajdhani Day,159,50,244,Wednesday,0.0,15.0,10.0,604.0,799.0,5.0,0.0,13.0,,,,,,
16/03/2023,Rajdhani Day,479,05,249,Thursday,0.0,20.0,15.0,924.0,794.0,50.0,0.0,10.0,,,,,,
17/03/2023,Rajdhani Day,688,23,490,Friday,0.0,22.0,13.0,133.0,945.0,32.0,0.0,4.0,,,,,,
18/03/2023,Rajdhani Day,158,45,690,Saturday,1.0,14.0,15.0,603.0,145.0,54.0,0.0,4.0,,,,,,
20/03/2023,Rajdhani Day,344,12,570,Monday,0.0,11.0,12.0,899.0,25.0,21.0,0.0,6.0,,,,,,
21/03/2023,Rajdhani Day,156,26,169,Tuesday,0.0,12.0,16.0,601.0,614.0,62.0,0.0,5.0,,,,,,
22/03/2023,Rajdhani Day,456,53,120,Wednesday,0.0,15.0,3.0,901.0,675.0,35.0,0.0,6.0,,,,,,
23/03/2023,Rajdhani Day,990,87,467,Thursday,0.0,18.0,17.0,445.0,912.0,78.0,0.0,7.0,,,,,,
24/03/2023,Rajdhani Day,157,34,149,Friday,0.0,13.0,14.0,602.0,694.0,43.0,0.0,8.0,,,,,,
25/03/2023,Rajdhani Day,578,03,166,Saturday,1.0,20.0,13.0,23.0,611.0,30.0,0.0,4.0,,,,,,
27/03/2023,Rajdhani Day,570,27,458,Monday,0.0,12.0,17.0,25.0,903.0,72.0,0.0,6.0,,,,,,
28/03/2023,Rajdhani Day,177,50,370,Tuesday,0.0,15.0,10.0,622.0,825.0,5.0,0.0,10.0,,,,,,
29/03/2023,Rajdhani Day,135,93,599,Wednesday,0.0,9.0,23.0,680.0,44.0,39.0,0.0,7.0,,,,,,
30/03/2023,Rajdhani Day,567,84,158,Thursday,0.0,18.0,14.0,12.0,603.0,48.0,0.0,2.0,,,,,,
31/03/2023,Rajdhani Day,378,81,137,Friday,0.0,18.0,11.0,823.0,682.0,18.0,0.0,3.0,,,,,,
01/04/2023,Rajdhani Day,669,14,356,Saturday,1.0,21.0,14.0,114.0,801.0,41.0,0.0,10.0,,,,,,
03/04/2023,Rajdhani Day,256,39,568,Monday,0.0,13.0,19.0,701.0,13.0,93.0,0.0,7.0,,,,,,
04/04/2023,Rajdhani Day,340,75,113,Tuesday,0.0,7.0,5.0,895.0,668.0,57.0,0.0,8.0,,,,,,
05/04/2023,Rajdhani Day,299,00,190,Wednesday,0.0,20.0,10.0,744.0,645.0,0.0,0.0,12.0,,,,,,
06/04/2023,Rajdhani Day,145,05,168,Thursday,0.0,10.0,15.0,690.0,613.0,50.0,0.0,5.0,,,,,,
07/04/2023,Rajdhani Day,356,40,569,Friday,0.0,14.0,20.0,801.0,14.0,4.0,0.0,9.0,,,,,,
08/04/2023,Rajdhani Day,680,47,359,Saturday,1.0,14.0,17.0,135.0,804.0,74.0,0.0,7.0,,,,,,
10/04/2023,Rajdhani Day,558,83,490,Monday,0.0,18.0,13.0,3.0,945.0,38.0,0.0,8.0,,,,,,
11/04/2023,Rajdhani Day,120,37,340,Tuesday,0.0,3.0,7.0,675.0,895.0,73.0,0.0,9.0,,,,,,
12/04/2023,Rajdhani Day,239,40,127,Wednesday,0.0,14.0,10.0,784.0,672.0,4.0,0.0,8.0,,,,,,
13/04/2023,Rajdhani Day,449,71,155,Thursday,0.0,17.0,11.0,994.0,600.0,17.0,0.0,4.0,,,,,,
14/04/2023,Rajdhani Day,236,16,358,Friday,0.0,11.0,16.0,781.0,803.0,61.0,0.0,11.0,,,,,,
15/04/2023,Rajdhani Day,247,33,346,Saturday,1.0,13.0,13.0,792.0,891.0,33.0,0.0,5.0,,,,,,
17/04/2023,Rajdhani Day,169,65,249,Monday,0.0,16.0,15.0,614.0,794.0,56.0,0.0,5.0,,,,,,
18/04/2023,Rajdhani Day,168,50,334,Tuesday,0.0,15.0,10.0,613.0,889.0,5.0,0.0,6.0,,,,,,
19/04/2023,Rajdhani Day,335,12,679,Wednesday,0.0,11.0,22.0,880.0,124.0,21.0,0.0,6.0,,,,,,
20/04/2023,Rajdhani Day,159,52,345,Thursday,0.0,15.0,12.0,604.0,890.0,25.0,0.0,4.0,,,,,,
21/04/2023,Rajdhani Day,677,01,588,Friday,0.0,20.0,21.0,122.0,33.0,10.0,0.0,6.0,,,,,,
22/04/2023,Rajdhani Day,270,99,360,Saturday,1.0,9.0,9.0,725.0,815.0,99.0,0.0,17.0,,,,,,
24/04/2023,Rajdhani Day,130,45,780,Monday,0.0,4.0,15.0,685.0,235.0,54.0,0.0,9.0,,,,,,
25/04/2023,Rajdhani Day,350,89,180,Tuesday,0.0,8.0,9.0,805.0,635.0,98.0,0.0,8.0,,,,,,
26/04/2023,Rajdhani Day,248,43,157,Wednesday,0.0,14.0,13.0,793.0,602.0,34.0,0.0,10.0,,,,,,
27/04/2023,Rajdhani Day,670,34,347,Thursday,0.0,13.0,14.0,125.0,892.0,43.0,0.0,2.0,,,,,,
28/04/2023,Rajdhani Day,135,97,269,Friday,0.0,9.0,17.0,680.0,714.0,79.0,0.0,9.0,,,,,,
29/04/2023,Rajdhani Day,789,48,134,Saturday,1.0,24.0,8.0,234.0,689.0,84.0,0.0,6.0,,,,,,
01/05/2023,Rajdhani Day,224,80,460,Monday,0.0,8.0,10.0,779.0,915.0,8.0,0.0,12.0,,,,,,
02/05/2023,Rajdhani Day,227,13,148,Tuesday,0.0,11.0,13.0,772.0,693.0,31.0,0.0,10.0,,,,,,
03/05/2023,Rajdhani Day,256,33,157,Wednesday,0.0,13.0,13.0,701.0,602.0,33.0,0.0,2.0,,,,,,
04/05/2023,Rajdhani Day,230,58,440,Thursday,0.0,5.0,8.0,785.0,995.0,85.0,0.0,7.0,,,,,,
05/05/2023,Rajdhani Day,128,17,160,Friday,0.0,11.0,7.0,673.0,615.0,71.0,0.0,5.0,,,,,,
06/05/2023,Rajdhani Day,299,00,668,Saturday,1.0,20.0,20.0,744.0,113.0,0.0,0.0,8.0,,,,,,
08/05/2023,Rajdhani Day,157,33,490,Monday,0.0,13.0,13.0,602.0,945.0,33.0,0.0,6.0,,,,,,
09/05/2023,Rajdhani Day,469,94,699,Tuesday,0.0,19.0,24.0,914.0,144.0,49.0,0.0,7.0,,,,,,
10/05/2023,Rajdhani Day,147,20,127,Wednesday,0.0,12.0,10.0,692.0,672.0,2.0,0.0,11.0,,,,,,
11/05/2023,Rajdhani Day,139,34,149,Thursday,0.0,13.0,14.0,684.0,694.0,43.0,0.0,5.0,,,,,,
12/05/2023,Rajdhani Day,136,01,245,Friday,0.0,10.0,11.0,681.0,790.0,10.0,0.0,6.0,,,,,,
13/05/2023,Rajdhani Day,440,80,479,Saturday,1.0,8.0,20.0,995.0,924.0,8.0,0.0,9.0,,,,,,
15/05/2023,Rajdhani Day,450,97,133,Monday,0.0,9.0,7.0,905.0,688.0,79.0,0.0,8.0,,,,,,
16/05/2023,Rajdhani Day,249,55,456,Tuesday,0.0,15.0,15.0,794.0,901.0,55.0,0.0,6.0,,,,,,
17/05/2023,Rajdhani Day,359,71,335,Wednesday,0.0,17.0,11.0,804.0,880.0,17.0,0.0,6.0,,,,,,
18/05/2023,Rajdhani Day,233,80,578,Thursday,0.0,8.0,20.0,788.0,23.0,8.0,0.0,2.0,,,,,,
19/05/2023,Rajdhani Day,156,22,345,Friday,0.0,12.0,12.0,601.0,890.0,22.0,0.0,8.0,,,,,,
20/05/2023,Rajdhani Day,990,83,346,Saturday,1.0,18.0,13.0,445.0,891.0,38.0,0.0,7.0,,,,,,
22/05/2023,Rajdhani Day,239,41,579,Monday,0.0,14.0,21.0,784.0,24.0,14.0,0.0,6.0,,,,,,
23/05/2023,Rajdhani Day,359,71,290,Tuesday,0.0,17.0,11.0,804.0,745.0,17.0,0.0,3.0,,,,,,
24/05/2023,Rajdhani Day,345,22,480,Wednesday,0.0,12.0,12.0,890.0,935.0,22.0,0.0,6.0,,,,,,
25/05/2023,Rajdhani Day,479,08,990,Thursday,0.0,20.0,18.0,924.0,445.0,80.0,0.0,8.0,,,,,,
26/05/2023,Rajdhani Day,128,15,230,Friday,0.0,11.0,5.0,673.0,785.0,51.0,0.0,4.0,,,,,,
27/05/2023,Rajdhani Day,489,18,369,Saturday,1.0,21.0,18.0,934.0,814.0,81.0,0.0,3.0,,,,,,
29/05/2023,Rajdhani Day,166,35,159,Monday,0.0,13.0,15.0,611.0,604.0,53.0,0.0,5.0,,,,,,
30/05/2023,Rajdhani Day,136,07,269,Tuesday,0.0,10.0,17.0,681.0,714.0,70.0,0.0,5.0,,,,,,
31/05/2023,Rajdhani Day,570,21,380,Wednesday,0.0,12.0,11.0,25.0,835.0,12.0,0.0,8.0,,,,,,
01/06/2023,Rajdhani Day,390,28,189,Thursday,0.0,12.0,18.0,845.0,634.0,82.0,0.0,7.0,,,,,,
02/06/2023,Rajdhani Day,280,04,356,Friday,0.0,10.0,14.0,735.0,801.0,40.0,0.0,6.0,,,,,,
03/06/2023,Rajdhani Day,160,70,677,Saturday,1.0,7.0,20.0,615.0,122.0,7.0,0.0,11.0,,,,,,
05/06/2023,Rajdhani Day,234,99,667,Monday,0.0,9.0,19.0,789.0,112.0,99.0,0.0,11.0,,,,,,
06/06/2023,Rajdhani Day,460,03,157,Tuesday,0.0,10.0,13.0,915.0,602.0,30.0,0.0,15.0,,,,,,
07/06/2023,Rajdhani Day,135,97,340,Wednesday,0.0,9.0,7.0,680.0,895.0,79.0,0.0,13.0,,,,,,
08/06/2023,Rajdhani Day,244,04,789,Thursday,0.0,10.0,24.0,799.0,234.0,40.0,0.0,12.0,,,,,,
09/06/2023,Rajdhani Day,257,42,129,Friday,0.0,14.0,12.0,702.0,674.0,24.0,0.0,6.0,,,,,,
10/06/2023,Rajdhani Day,117,96,466,Saturday,1.0,9.0,16.0,662.0,911.0,69.0,0.0,9.0,,,,,,
12/06/2023,Rajdhani Day,290,16,150,Monday,0.0,11.0,6.0,745.0,605.0,61.0,0.0,8.0,,,,,,
13/06/2023,Rajdhani Day,235,06,349,Tuesday,0.0,10.0,16.0,780.0,894.0,60.0,0.0,1.0,,,,,,
14/06/2023,Rajdhani Day,577,94,590,Wednesday,0.0,19.0,14.0,22.0,45.0,49.0,0.0,11.0,,,,,,
15/06/2023,Rajdhani Day,247,37,557,Thursday,0.0,13.0,17.0,792.0,2.0,73.0,0.0,9.0,,,,,,
16/06/2023,Rajdhani Day,190,02,390,Friday,0.0,10.0,12.0,645.0,845.0,20.0,0.0,8.0,,,,,,
17/06/2023,Rajdhani Day,144,99,126,Saturday,1.0,9.0,9.0,699.0,671.0,99.0,0.0,16.0,,,,,,
19/06/2023,Rajdhani Day,167,42,147,Monday,0.0,14.0,12.0,612.0,692.0,24.0,0.0,12.0,,,,,,
20/06/2023,Rajdhani Day,680,49,469,Tuesday,0.0,14.0,19.0,135.0,914.0,94.0,0.0,7.0,,,,,,
21/06/2023,Rajdhani Day,899,60,145,Wednesday,0.0,26.0,10.0,344.0,690.0,6.0,0.0,11.0,,,,,,
22/06/2023,Rajdhani Day,260,88,567,Thursday,0.0,8.0,18.0,715.0,12.0,88.0,0.0,10.0,,,,,,
23/06/2023,Rajdhani Day,349,61,669,Friday,0.0,16.0,21.0,894.0,114.0,16.0,0.0,9.0,,,,,,
24/06/2023,Rajdhani Day,128,16,123,Saturday,1.0,11.0,6.0,673.0,678.0,61.0,0.0,10.0,,,,,,
26/06/2023,Rajdhani Day,560,13,120,Monday,0.0,11.0,3.0,15.0,675.0,31.0,0.0,3.0,,,,,,
27/06/2023,Rajdhani Day,360,97,115,Tuesday,0.0,9.0,7.0,815.0,660.0,79.0,0.0,12.0,,,,,,
28/06/2023,Rajdhani Day,130,42,679,Wednesday,0.0,4.0,22.0,685.0,124.0,24.0,0.0,10.0,,,,,,
29/06/2023,Rajdhani Day,238,31,489,Thursday,0.0,13.0,21.0,783.0,934.0,13.0,0.0,2.0,,,,,,
30/06/2023,Rajdhani Day,166,31,588,Friday,0.0,13.0,21.0,611.0,33.0,13.0,0.0,0.0,,,,,,
01/07/2023,Rajdhani Day,358,67,368,Saturday,1.0,16.0,17.0,803.0,813.0,76.0,0.0,9.0,,,,,,
03/07/2023,Rajdhani Day,488,08,378,Monday,0.0,20.0,18.0,933.0,823.0,80.0,0.0,7.0,,,,,,
04/07/2023,Rajdhani Day,370,07,250,Tuesday,0.0,10.0,7.0,825.0,705.0,70.0,0.0,1.0,,,,,,
05/07/2023,Rajdhani Day,150,60,145,Wednesday,0.0,6.0,10.0,605.0,690.0,6.0,0.0,13.0,,,,,,
06/07/2023,Rajdhani Day,270,97,160,Thursday,0.0,9.0,7.0,725.0,615.0,79.0,0.0,10.0,,,,,,
07/07/2023,Rajdhani Day,119,19,469,Friday,0.0,11.0,19.0,664.0,914.0,91.0,0.0,10.0,,,,,,
08/07/2023,Rajdhani Day,334,08,260,Saturday,1.0,10.0,8.0,889.0,715.0,80.0,0.0,2.0,,,,,,
10/07/2023,Rajdhani Day,469,90,479,Monday,0.0,19.0,20.0,914.0,924.0,9.0,0.0,17.0,,,,,,
11/07/2023,Rajdhani Day,568,98,134,Tuesday,0.0,19.0,8.0,13.0,689.0,89.0,0.0,8.0,,,,,,
12/07/2023,Rajdhani Day,266,46,114,Wednesday,0.0,14.0,6.0,711.0,669.0,64.0,0.0,7.0,,,,,,
13/07/2023,Rajdhani Day,248,48,260,Thursday,0.0,14.0,8.0,793.0,715.0,84.0,0.0,2.0,,,,,,
14/07/2023,Rajdhani Day,480,25,258,Friday,0.0,12.0,15.0,935.0,703.0,52.0,0.0,5.0,,,,,,
15/07/2023,Rajdhani Day,360,92,147,Saturday,1.0,9.0,12.0,815.0,692.0,29.0,0.0,10.0,,,,,,
17/07/2023,Rajdhani Day,157,35,690,Monday,0.0,13.0,15.0,602.0,145.0,53.0,0.0,9.0,,,,,,
18/07/2023,Rajdhani Day,268,60,145,Tuesday,0.0,16.0,10.0,713.0,690.0,6.0,0.0,8.0,,,,,,
19/07/2023,Rajdhani Day,122,51,678,Wednesday,0.0,5.0,21.0,677.0,123.0,15.0,0.0,2.0,,,,,,
20/07/2023,Rajdhani Day,490,35,500,Thursday,0.0,13.0,5.0,945.0,55.0,53.0,0.0,6.0,,,,,,
21/07/2023,Rajdhani Day,267,59,270,Friday,0.0,15.0,9.0,712.0,725.0,95.0,0.0,6.0,,,,,,
22/07/2023,Rajdhani Day,380,15,230,Saturday,1.0,11.0,5.0,835.0,785.0,51.0,0.0,8.0,,,,,,
24/07/2023,Rajdhani Day,459,87,269,Monday,0.0,18.0,17.0,904.0,714.0,78.0,0.0,9.0,,,,,,
25/07/2023,Rajdhani Day,134,89,360,Tuesday,0.0,8.0,9.0,689.0,815.0,98.0,0.0,2.0,,,,,,
26/07/2023,Rajdhani Day,245,16,268,Wednesday,0.0,11.0,16.0,790.0,713.0,61.0,0.0,10.0,,,,,,
27/07/2023,Rajdhani Day,124,78,125,Thursday,0.0,7.0,8.0,679.0,670.0,87.0,0.0,8.0,,,,,,
28/07/2023,Rajdhani Day,556,63,139,Friday,0.0,16.0,13.0,1.0,684.0,36.0,0.0,6.0,,,,,,
29/07/2023,Rajdhani Day,229,31,236,Saturday,1.0,13.0,11.0,774.0,781.0,13.0,0.0,5.0,,,,,,
31/07/2023,Rajdhani Day,390,28,567,Monday,0.0,12.0,18.0,845.0,12.0,82.0,0.0,8.0,,,,,,
01/08/2023,Rajdhani Day,580,36,259,Tuesday,0.0,13.0,16.0,35.0,704.0,63.0,0.0,3.0,,,,,,
02/08/2023,Rajdhani Day,233,89,478,Wednesday,0.0,8.0,19.0,788.0,923.0,98.0,0.0,8.0,,,,,,
03/08/2023,Rajdhani Day,456,59,289,Thursday,0.0,15.0,19.0,901.0,734.0,95.0,0.0,3.0,,,,,,
04/08/2023,Rajdhani Day,360,94,130,Friday,0.0,9.0,4.0,815.0,685.0,49.0,0.0,9.0,,,,,,
05/08/2023,Rajdhani Day,370,00,370,Saturday,1.0,10.0,10.0,825.0,825.0,0.0,0.0,13.0,,,,,,
07/08/2023,Rajdhani Day,239,48,800,Monday,0.0,14.0,8.0,784.0,355.0,84.0,0.0,12.0,,,,,,
08/08/2023,Rajdhani Day,268,62,246,Tuesday,0.0,16.0,12.0,713.0,791.0,26.0,0.0,8.0,,,,,,
09/08/2023,Rajdhani Day,567,87,340,Wednesday,0.0,18.0,7.0,12.0,895.0,78.0,0.0,7.0,,,,,,
10/08/2023,Rajdhani Day,233,86,178,Thursday,0.0,8.0,16.0,788.0,623.0,68.0,0.0,1.0,,,,,,
11/08/2023,Rajdhani Day,115,73,670,Friday,0.0,7.0,13.0,660.0,125.0,37.0,0.0,4.0,,,,,,
12/08/2023,Rajdhani Day,990,84,789,Saturday,1.0,18.0,24.0,445.0,234.0,48.0,0.0,2.0,,,,,,
14/08/2023,Rajdhani Day,578,02,138,Monday,0.0,20.0,12.0,23.0,683.0,20.0,0.0,10.0,,,,,,
15/08/2023,Rajdhani Day,Off,Off,Off,Tuesday,0.0,,,,,,1.0,,,,,,,
16/08/2023,Rajdhani Day,670,30,677,Wednesday,0.0,13.0,20.0,125.0,122.0,3.0,0.0,,,,,,,
17/08/2023,Rajdhani Day,550,09,126,Thursday,0.0,10.0,9.0,5.0,671.0,90.0,0.0,12.0,,,,,,
18/08/2023,Rajdhani Day,248,49,135,Friday,0.0,14.0,9.0,793.0,680.0,94.0,0.0,4.0,,,,,,
19/08/2023,Rajdhani Day,690,55,780,Saturday,1.0,15.0,15.0,145.0,235.0,55.0,0.0,5.0,,,,,,
21/08/2023,Rajdhani Day,269,72,138,Monday,0.0,17.0,12.0,714.0,683.0,27.0,0.0,5.0,,,,,,
22/08/2023,Rajdhani Day,447,50,136,Tuesday,0.0,15.0,10.0,992.0,681.0,5.0,0.0,4.0,,,,,,
23/08/2023,Rajdhani Day,330,64,248,Wednesday,0.0,6.0,14.0,885.0,793.0,46.0,0.0,5.0,,,,,,
24/08/2023,Rajdhani Day,469,94,130,Thursday,0.0,19.0,4.0,914.0,685.0,49.0,0.0,3.0,,,,,,
25/08/2023,Rajdhani Day,260,81,245,Friday,0.0,8.0,11.0,715.0,790.0,18.0,0.0,4.0,,,,,,
26/08/2023,Rajdhani Day,446,45,230,Saturday,1.0,14.0,5.0,991.0,785.0,54.0,0.0,8.0,,,,,,
28/08/2023,Rajdhani Day,490,34,112,Monday,0.0,13.0,4.0,945.0,667.0,43.0,0.0,2.0,,,,,,
29/08/2023,Rajdhani Day,460,03,256,Tuesday,0.0,10.0,13.0,915.0,701.0,30.0,0.0,4.0,,,,,,
30/08/2023,Rajdhani Day,580,32,129,Wednesday,0.0,13.0,12.0,35.0,674.0,23.0,0.0,4.0,,,,,,
31/08/2023,Rajdhani Day,990,82,228,Thursday,0.0,18.0,12.0,445.0,773.0,28.0,0.0,5.0,,,,,,
01/09/2023,Rajdhani Day,159,57,458,Friday,0.0,15.0,17.0,604.0,903.0,75.0,0.0,8.0,,,,,,
02/09/2023,Rajdhani Day,110,22,390,Saturday,1.0,2.0,12.0,665.0,845.0,22.0,0.0,8.0,,,,,,
04/09/2023,Rajdhani Day,130,41,380,Monday,0.0,4.0,11.0,685.0,835.0,14.0,0.0,3.0,,,,,,
05/09/2023,Rajdhani Day,133,77,250,Tuesday,0.0,7.0,7.0,688.0,705.0,77.0,0.0,9.0,,,,,,
06/09/2023,Rajdhani Day,158,49,180,Wednesday,0.0,14.0,9.0,603.0,635.0,94.0,0.0,5.0,,,,,,
07/09/2023,Rajdhani Day,689,35,168,Thursday,0.0,23.0,15.0,134.0,613.0,53.0,0.0,5.0,,,,,,
08/09/2023,Rajdhani Day,228,23,148,Friday,0.0,12.0,13.0,773.0,693.0,32.0,0.0,3.0,,,,,,
09/09/2023,Rajdhani Day,234,93,580,Saturday,1.0,9.0,13.0,789.0,35.0,39.0,0.0,7.0,,,,,,
11/09/2023,Rajdhani Day,136,07,467,Monday,0.0,10.0,17.0,681.0,912.0,70.0,0.0,13.0,,,,,,
12/09/2023,Rajdhani Day,167,49,199,Tuesday,0.0,14.0,19.0,612.0,644.0,94.0,0.0,6.0,,,,,,
13/09/2023,Rajdhani Day,450,99,388,Wednesday,0.0,9.0,19.0,905.0,833.0,99.0,0.0,5.0,,,,,,
14/09/2023,Rajdhani Day,467,70,479,Thursday,0.0,17.0,20.0,912.0,924.0,7.0,0.0,11.0,,,,,,
15/09/2023,Rajdhani Day,155,15,690,Friday,0.0,11.0,15.0,600.0,145.0,51.0,0.0,11.0,,,,,,
16/09/2023,Rajdhani Day,246,29,234,Saturday,1.0,12.0,9.0,791.0,789.0,92.0,0.0,5.0,,,,,,
18/09/2023,Rajdhani Day,668,07,160,Monday,0.0,20.0,7.0,113.0,615.0,70.0,0.0,4.0,,,,,,
19/09/2023,Rajdhani Day,140,55,339,Tuesday,0.0,5.0,15.0,695.0,884.0,55.0,0.0,7.0,,,,,,
20/09/2023,Rajdhani Day,267,51,470,Wednesday,0.0,15.0,11.0,712.0,925.0,15.0,0.0,4.0,,,,,,
21/09/2023,Rajdhani Day,400,40,190,Thursday,0.0,4.0,10.0,955.0,645.0,4.0,0.0,2.0,,,,,,
22/09/2023,Rajdhani Day,137,17,359,Friday,0.0,11.0,17.0,682.0,804.0,71.0,0.0,10.0,,,,,,
23/09/2023,Rajdhani Day,550,01,579,Saturday,1.0,10.0,21.0,5.0,24.0,10.0,0.0,7.0,,,,,,
25/09/2023,Rajdhani Day,180,97,467,Monday,0.0,9.0,17.0,635.0,912.0,79.0,0.0,15.0,,,,,,
26/09/2023,Rajdhani Day,244,08,288,Tuesday,0.0,10.0,18.0,799.0,733.0,80.0,0.0,10.0,,,,,,
27/09/2023,Rajdhani Day,235,05,159,Wednesday,0.0,10.0,15.0,780.0,604.0,50.0,0.0,3.0,,,,,,
28/09/2023,Rajdhani Day,238,34,112,Thursday,0.0,13.0,4.0,783.0,667.0,43.0,0.0,4.0,,,,,,
29/09/2023,Rajdhani Day,168,50,190,Friday,0.0,15.0,10.0,613.0,645.0,5.0,0.0,6.0,,,,,,
30/09/2023,Rajdhani Day,146,14,248,Saturday,1.0,11.0,14.0,691.0,793.0,41.0,0.0,8.0,,,,,,
02/10/2023,Rajdhani Day,340,79,450,Monday,0.0,7.0,9.0,895.0,905.0,97.0,0.0,11.0,,,,,,
03/10/2023,Rajdhani Day,118,05,168,Tuesday,0.0,10.0,15.0,663.0,613.0,50.0,0.0,11.0,,,,,,
04/10/2023,Rajdhani Day,189,84,220,Wednesday,0.0,18.0,4.0,634.0,775.0,48.0,0.0,9.0,,,,,,
05/10/2023,Rajdhani Day,120,36,169,Thursday,0.0,3.0,16.0,675.0,614.0,63.0,0.0,7.0,,,,,,
06/10/2023,Rajdhani Day,470,17,160,Friday,0.0,11.0,7.0,925.0,615.0,71.0,0.0,3.0,,,,,,
07/10/2023,Rajdhani Day,133,72,156,Saturday,1.0,7.0,12.0,688.0,601.0,27.0,0.0,11.0,,,,,,
09/10/2023,Rajdhani Day,490,36,268,Monday,0.0,13.0,16.0,945.0,713.0,63.0,0.0,8.0,,,,,,
10/10/2023,Rajdhani Day,479,07,179,Tuesday,0.0,20.0,17.0,924.0,624.0,70.0,0.0,4.0,,,,,,
11/10/2023,Rajdhani Day,558,82,237,Wednesday,0.0,18.0,12.0,3.0,782.0,28.0,0.0,13.0,,,,,,
12/10/2023,Rajdhani Day,267,59,568,Thursday,0.0,15.0,19.0,712.0,13.0,95.0,0.0,10.0,,,,,,
13/10/2023,Rajdhani Day,360,90,280,Friday,0.0,9.0,10.0,815.0,735.0,9.0,0.0,13.0,,,,,,
14/10/2023,Rajdhani Day,234,91,560,Saturday,1.0,9.0,11.0,789.0,15.0,19.0,0.0,1.0,,,,,,
16/10/2023,Rajdhani Day,122,54,239,Monday,0.0,5.0,14.0,677.0,784.0,45.0,0.0,7.0,,,,,,
17/10/2023,Rajdhani Day,890,75,113,Tuesday,0.0,17.0,5.0,345.0,668.0,57.0,0.0,3.0,,,,,,
18/10/2023,Rajdhani Day,260,86,114,Wednesday,0.0,8.0,6.0,715.0,669.0,68.0,0.0,2.0,,,,,,
19/10/2023,Rajdhani Day,479,07,359,Thursday,0.0,20.0,17.0,924.0,804.0,70.0,0.0,9.0,,,,,,
20/10/2023,Rajdhani Day,678,18,378,Friday,0.0,21.0,18.0,123.0,823.0,81.0,0.0,2.0,,,,,,
21/10/2023,Rajdhani Day,137,10,127,Saturday,1.0,11.0,10.0,682.0,672.0,1.0,0.0,8.0,,,,,,
23/10/2023,Rajdhani Day,389,04,356,Monday,0.0,20.0,14.0,834.0,801.0,40.0,0.0,5.0,,,,,,
24/10/2023,Rajdhani Day,360,98,116,Tuesday,0.0,9.0,8.0,815.0,661.0,89.0,0.0,13.0,,,,,,
25/10/2023,Rajdhani Day,139,35,348,Wednesday,0.0,13.0,15.0,684.0,893.0,53.0,0.0,9.0,,,,,,
26/10/2023,Rajdhani Day,238,31,137,Thursday,0.0,13.0,11.0,783.0,682.0,13.0,0.0,4.0,,,,,,
27/10/2023,Rajdhani Day,589,23,157,Friday,0.0,22.0,13.0,34.0,602.0,32.0,0.0,3.0,,,,,,
28/10/2023,Rajdhani Day,110,24,257,Saturday,1.0,2.0,14.0,665.0,702.0,42.0,0.0,1.0,,,,,,
30/10/2023,Rajdhani Day,370,07,368,Monday,0.0,10.0,17.0,825.0,813.0,70.0,0.0,5.0,,,,,,
31/10/2023,Rajdhani Day,128,15,140,Tuesday,0.0,11.0,5.0,673.0,695.0,51.0,0.0,3.0,,,,,,
01/11/2023,Rajdhani Day,266,41,236,Wednesday,0.0,14.0,11.0,711.0,781.0,14.0,0.0,7.0,,,,,,
02/11/2023,Rajdhani Day,239,46,150,Thursday,0.0,14.0,6.0,784.0,605.0,64.0,0.0,5.0,,,,,,
03/11/2023,Rajdhani Day,129,22,237,Friday,0.0,12.0,12.0,674.0,782.0,22.0,0.0,6.0,,,,,,
04/11/2023,Rajdhani Day,136,01,344,Saturday,1.0,10.0,11.0,681.0,899.0,10.0,0.0,3.0,,,,,,
06/11/2023,Rajdhani Day,579,12,589,Monday,0.0,21.0,22.0,24.0,34.0,21.0,0.0,2.0,,,,,,
07/11/2023,Rajdhani Day,600,68,378,Tuesday,0.0,6.0,18.0,155.0,823.0,86.0,0.0,11.0,,,,,,
